<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
AFLT;W;04/06/12;000000;44.5100000;7480100
AFLT;W;11/06/12;000000;44.5300000;2589700
AFLT;W;18/06/12;000000;42.5000000;3470500
AFLT;W;25/06/12;000000;43.4100000;4175800
AFLT;W;02/07/12;000000;43.0000000;4301500
AFLT;W;09/07/12;000000;43.6500000;1962200
AFLT;W;16/07/12;000000;43.3500000;3344300
AFLT;W;23/07/12;000000;42.1900000;4997200
AFLT;W;30/07/12;000000;41.5500000;4918600
AFLT;W;06/08/12;000000;41.7600000;3692500
AFLT;W;13/08/12;000000;43.6700000;9231200
AFLT;W;20/08/12;000000;43.0000000;3853100
AFLT;W;27/08/12;000000;42.6000000;4481500
AFLT;W;03/09/12;000000;43.3000000;3634300
AFLT;W;10/09/12;000000;45.0000000;6895900
AFLT;W;17/09/12;000000;43.9900000;5243400
AFLT;W;24/09/12;000000;43.4500000;4132000
AFLT;W;01/10/12;000000;43.4400000;12897300
AFLT;W;08/10/12;000000;43.1000000;5775300
AFLT;W;15/10/12;000000;42.2500000;4802700
AFLT;W;22/10/12;000000;39.5600000;10818500
AFLT;W;29/10/12;000000;40.5000000;5786800
AFLT;W;05/11/12;000000;40.7000000;13048000
AFLT;W;12/11/12;000000;42.3900000;5616900
AFLT;W;19/11/12;000000;42.8900000;4909700
AFLT;W;26/11/12;000000;42.8600000;4969700
AFLT;W;03/12/12;000000;42.9000000;7034400
AFLT;W;10/12/12;000000;43.5700000;9124200
AFLT;W;17/12/12;000000;42.9900000;10069500
AFLT;W;24/12/12;000000;44.9900000;18816200
AFLT;W;07/01/13;000000;48.0000000;14451000
AFLT;W;14/01/13;000000;49.8800000;23420700
AFLT;W;21/01/13;000000;53.3000000;14765400
AFLT;W;28/01/13;000000;53.8000000;17130000
AFLT;W;04/02/13;000000;55.9000000;17991200
AFLT;W;11/02/13;000000;58.7000000;15517700
AFLT;W;18/02/13;000000;55.3000000;9588800
AFLT;W;25/02/13;000000;52.4200000;7082500
AFLT;W;04/03/13;000000;56.1000000;9578900
AFLT;W;11/03/13;000000;54.3900000;12785400
AFLT;W;18/03/13;000000;52.5000000;5345100
AFLT;W;25/03/13;000000;52.9900000;10180600
AFLT;W;01/04/13;000000;54.8000000;10537500
AFLT;W;08/04/13;000000;52.3000000;7732500
AFLT;W;15/04/13;000000;52.5100000;7638400
AFLT;W;22/04/13;000000;52.7000000;6691900
AFLT;W;29/04/13;000000;53.0000000;3461000
AFLT;W;06/05/13;000000;51.7000000;3781600
AFLT;W;13/05/13;000000;50.2200000;6039500
AFLT;W;20/05/13;000000;50.1000000;9040900
AFLT;W;27/05/13;000000;52.3000000;8153600
AFLT;W;03/06/13;000000;53.4700000;7347700
AFLT;W;10/06/13;000000;53.4600000;6858900
AFLT;W;17/06/13;000000;54.3500000;5760100
AFLT;W;24/06/13;000000;56.7000000;7550800
AFLT;W;01/07/13;000000;58.0500000;10960000
AFLT;W;08/07/13;000000;57.9000000;6062700
AFLT;W;15/07/13;000000;57.0300000;5789000
AFLT;W;22/07/13;000000;55.1100000;5068200
AFLT;W;29/07/13;000000;57.0100000;6155300
AFLT;W;05/08/13;000000;55.9600000;4013400
AFLT;W;12/08/13;000000;53.9100000;3133000
AFLT;W;19/08/13;000000;54.0000000;6373100
AFLT;W;26/08/13;000000;48.8200000;11611000
AFLT;W;02/09/13;000000;49.4700000;13086400
AFLT;W;09/09/13;000000;51.2400000;7698200
AFLT;W;16/09/13;000000;54.9700000;12600100
AFLT;W;23/09/13;000000;54.6400000;7515900
AFLT;W;30/09/13;000000;55.2000000;4905600
AFLT;W;07/10/13;000000;55.0500000;11297600
AFLT;W;14/10/13;000000;55.4100000;13622300
AFLT;W;21/10/13;000000;57.0200000;15171700
AFLT;W;28/10/13;000000;57.3800000;14533200
AFLT;W;04/11/13;000000;57.1000000;5435700
AFLT;W;11/11/13;000000;59.8800000;8100900
AFLT;W;18/11/13;000000;58.2900000;5976700
AFLT;W;25/11/13;000000;60.4200000;8757500
AFLT;W;02/12/13;000000;68.8000000;28714400
AFLT;W;09/12/13;000000;76.7500000;25371200
AFLT;W;16/12/13;000000;79.2300000;28295200
AFLT;W;23/12/13;000000;82.5000000;25411700
AFLT;W;30/12/13;000000;83.7000000;5163800
AFLT;W;06/01/14;000000;82.8300000;11229300
AFLT;W;13/01/14;000000;84.2500000;28243800
AFLT;W;20/01/14;000000;78.7000000;30490500
AFLT;W;27/01/14;000000;83.0000000;16917400
AFLT;W;03/02/14;000000;79.5000000;26733400
AFLT;W;10/02/14;000000;80.2800000;16498400
AFLT;W;17/02/14;000000;77.8800000;9075800
AFLT;W;24/02/14;000000;70.6100000;16567400
AFLT;W;03/03/14;000000;61.0800000;41241800
AFLT;W;10/03/14;000000;47.2900000;44197200
AFLT;W;17/03/14;000000;55.1500000;130623100
AFLT;W;24/03/14;000000;53.8500000;46694800
AFLT;W;31/03/14;000000;56.0200000;21700300
AFLT;W;07/04/14;000000;53.4000000;23028800
AFLT;W;14/04/14;000000;53.7500000;21347800
AFLT;W;21/04/14;000000;49.2500000;15630400
AFLT;W;28/04/14;000000;50.3500000;15099600
AFLT;W;05/05/14;000000;51.4900000;20302400
AFLT;W;12/05/14;000000;52.6500000;19274300
AFLT;W;19/05/14;000000;53.8900000;18688800
AFLT;W;26/05/14;000000;55.1500000;20002500
AFLT;W;02/06/14;000000;57.5900000;21061000
AFLT;W;09/06/14;000000;58.7400000;8232700
AFLT;W;16/06/14;000000;55.6800000;15710600
AFLT;W;23/06/14;000000;55.6000000;13606400
AFLT;W;30/06/14;000000;57.3000000;14659300
AFLT;W;07/07/14;000000;59.1000000;22517600
AFLT;W;14/07/14;000000;54.4000000;13725400
AFLT;W;21/07/14;000000;52.2800000;15526000
AFLT;W;28/07/14;000000;49.5300000;16768500
AFLT;W;04/08/14;000000;44.7100000;45865100
AFLT;W;11/08/14;000000;48.6000000;34153000
AFLT;W;18/08/14;000000;48.8800000;16665400
AFLT;W;25/08/14;000000;46.7300000;15248300
AFLT;W;01/09/14;000000;47.8000000;24415700
AFLT;W;08/09/14;000000;46.2500000;13646600
AFLT;W;15/09/14;000000;45.8000000;14078800
AFLT;W;22/09/14;000000;43.6000000;14344400
AFLT;W;29/09/14;000000;42.2500000;12330900
AFLT;W;06/10/14;000000;40.1300000;16594700
AFLT;W;13/10/14;000000;40.4800000;15752700
AFLT;W;20/10/14;000000;37.3000000;16671000
AFLT;W;27/10/14;000000;38.2000000;18763600
AFLT;W;03/11/14;000000;41.3100000;29063000
AFLT;W;10/11/14;000000;41.5000000;41359200
AFLT;W;17/11/14;000000;42.9000000;24841900
AFLT;W;24/11/14;000000;41.7800000;20251100
AFLT;W;01/12/14;000000;38.1700000;29037100
AFLT;W;08/12/14;000000;37.2900000;31129000
AFLT;W;15/12/14;000000;32.5000000;62909400
AFLT;W;22/12/14;000000;33.5700000;27710500
AFLT;W;29/12/14;000000;32.2300000;5163700
AFLT;W;05/01/15;000000;34.0000000;9409000
AFLT;W;12/01/15;000000;36.0500000;17953200
AFLT;W;19/01/15;000000;40.1500000;25316200
AFLT;W;26/01/15;000000;38.2500000;19924500
AFLT;W;02/02/15;000000;38.0000000;17532000
AFLT;W;09/02/15;000000;40.4000000;31444300
AFLT;W;16/02/15;000000;40.0000000;22988700
AFLT;W;23/02/15;000000;39.1900000;13958400
AFLT;W;02/03/15;000000;38.9600000;15560000
AFLT;W;09/03/15;000000;37.1800000;15116600
AFLT;W;16/03/15;000000;33.5000000;20538300
AFLT;W;23/03/15;000000;32.7000000;21621300
AFLT;W;30/03/15;000000;35.7600000;27421600
AFLT;W;06/04/15;000000;38.0000000;35271500
AFLT;W;13/04/15;000000;38.2800000;40034200
AFLT;W;20/04/15;000000;39.2000000;26199100
AFLT;W;27/04/15;000000;38.1500000;14558800
AFLT;W;04/05/15;000000;40.7000000;23708500
AFLT;W;11/05/15;000000;40.6100000;24588800
AFLT;W;18/05/15;000000;41.2000000;15647600
AFLT;W;25/05/15;000000;41.1000000;11612900
AFLT;W;01/06/15;000000;39.8000000;10559700
AFLT;W;08/06/15;000000;39.7800000;9656100
AFLT;W;15/06/15;000000;37.9000000;10517400
AFLT;W;22/06/15;000000;39.1600000;6813600
AFLT;W;29/06/15;000000;37.0500000;8435900
AFLT;W;06/07/15;000000;38.0700000;11511200
AFLT;W;13/07/15;000000;39.5500000;8621200
AFLT;W;20/07/15;000000;39.1300000;8094300
AFLT;W;27/07/15;000000;39.3500000;10937200
AFLT;W;03/08/15;000000;40.5200000;12585600
AFLT;W;10/08/15;000000;39.8700000;4691900
AFLT;W;17/08/15;000000;39.0000000;4639300
AFLT;W;24/08/15;000000;39.0400000;8332600
AFLT;W;31/08/15;000000;34.8500000;67804500
AFLT;W;07/09/15;000000;35.5500000;62715600
AFLT;W;14/09/15;000000;36.5300000;24442500
AFLT;W;21/09/15;000000;35.3300000;11196200
AFLT;W;28/09/15;000000;38.8000000;61616900
AFLT;W;05/10/15;000000;43.3100000;47142600
AFLT;W;12/10/15;000000;48.9000000;79774300
AFLT;W;19/10/15;000000;48.2600000;52448700
AFLT;W;26/10/15;000000;49.0000000;23312600
AFLT;W;02/11/15;000000;51.9400000;33516700
AFLT;W;09/11/15;000000;53.3900000;23671700
AFLT;W;16/11/15;000000;57.8600000;34810200
AFLT;W;23/11/15;000000;55.4200000;23397200
AFLT;W;30/11/15;000000;57.3300000;51591200
AFLT;W;07/12/15;000000;58.5000000;27262400
AFLT;W;14/12/15;000000;56.5100000;18413700
AFLT;W;21/12/15;000000;56.7400000;7750200
AFLT;W;28/12/15;000000;56.1000000;3306300
AFLT;W;04/01/16;000000;54.0500000;7091400
AFLT;W;11/01/16;000000;51.9800000;17121700
AFLT;W;18/01/16;000000;52.0300000;18570300
AFLT;W;25/01/16;000000;50.5000000;19090300
AFLT;W;01/02/16;000000;57.3000000;42605000
AFLT;W;08/02/16;000000;54.4100000;24691700
AFLT;W;15/02/16;000000;53.4000000;13065900
AFLT;W;22/02/16;000000;55.3500000;11888000
AFLT;W;29/02/16;000000;65.4900000;52991000
AFLT;W;07/03/16;000000;64.7700000;43379600
AFLT;W;14/03/16;000000;70.5100000;38436100
AFLT;W;21/03/16;000000;73.2100000;29548200
AFLT;W;28/03/16;000000;74.5500000;18122200
AFLT;W;04/04/16;000000;79.0000000;28138500
AFLT;W;11/04/16;000000;78.0000000;28430700
AFLT;W;18/04/16;000000;78.2100000;25764800
AFLT;W;25/04/16;000000;77.4800000;19439500
AFLT;W;02/05/16;000000;78.5000000;10110700
AFLT;W;09/05/16;000000;80.5100000;16875100
AFLT;W;16/05/16;000000;78.8000000;16442500
AFLT;W;23/05/16;000000;81.0000000;16378900
AFLT;W;30/05/16;000000;88.2000000;19525600
AFLT;W;06/06/16;000000;83.9200000;18028800
AFLT;W;13/06/16;000000;84.7000000;12413000
AFLT;W;20/06/16;000000;83.4200000;13102900
AFLT;W;27/06/16;000000;86.0100000;14967600
AFLT;W;04/07/16;000000;89.0000000;8939500
AFLT;W;11/07/16;000000;87.1800000;14840900
AFLT;W;18/07/16;000000;86.8800000;14429600
AFLT;W;25/07/16;000000;85.7000000;16151100
AFLT;W;01/08/16;000000;87.0000000;7987000
AFLT;W;08/08/16;000000;85.7900000;8612900
AFLT;W;15/08/16;000000;83.2500000;10135200
AFLT;W;22/08/16;000000;94.0000000;20832300
AFLT;W;29/08/16;000000;101.9500000;29127500
AFLT;W;05/09/16;000000;103.8000000;16841200
AFLT;W;12/09/16;000000;104.2000000;8858300
AFLT;W;19/09/16;000000;114.2500000;19994100
AFLT;W;26/09/16;000000;116.9300000;26025100
AFLT;W;03/10/16;000000;118.7700000;20434500
AFLT;W;10/10/16;000000;116.0000000;23970300
AFLT;W;17/10/16;000000;126.6900000;20822200
AFLT;W;24/10/16;000000;129.1900000;19739500
AFLT;W;31/10/16;000000;130.8500000;22328700
AFLT;W;07/11/16;000000;129.6000000;24215200
AFLT;W;14/11/16;000000;129.9100000;10439800
AFLT;W;21/11/16;000000;130.0000000;12551400
AFLT;W;28/11/16;000000;135.9000000;33062800
AFLT;W;05/12/16;000000;147.6800000;26715600
AFLT;W;12/12/16;000000;149.8000000;31147100
AFLT;W;19/12/16;000000;153.3000000;19726000
AFLT;W;26/12/16;000000;152.8500000;8989200
AFLT;W;02/01/17;000000;146.3100000;13395800
AFLT;W;09/01/17;000000;156.9000000;30193300
AFLT;W;16/01/17;000000;160.5000000;21118200
AFLT;W;23/01/17;000000;168.5000000;16409100
AFLT;W;30/01/17;000000;178.5000000;18419200
AFLT;W;06/02/17;000000;179.5000000;19457500
AFLT;W;13/02/17;000000;173.1000000;13682500
AFLT;W;20/02/17;000000;167.0000000;7270300
AFLT;W;27/02/17;000000;168.8500000;29888300
AFLT;W;06/03/17;000000;149.2000000;19075200
AFLT;W;13/03/17;000000;161.5500000;21575100
AFLT;W;20/03/17;000000;167.6000000;12521500
AFLT;W;27/03/17;000000;168.0000000;9642700
AFLT;W;03/04/17;000000;171.9000000;13820200
AFLT;W;10/04/17;000000;161.7500000;17772200
AFLT;W;17/04/17;000000;167.3500000;10415900
AFLT;W;24/04/17;000000;175.7500000;13657800
AFLT;W;01/05/17;000000;187.6000000;15221500
AFLT;W;08/05/17;000000;184.1500000;11864600
AFLT;W;15/05/17;000000;189.1000000;17640600
AFLT;W;22/05/17;000000;190.1000000;15597700
AFLT;W;29/05/17;000000;185.8000000;15162100
AFLT;W;05/06/17;000000;192.8500000;11295200
AFLT;W;12/06/17;000000;174.6500000;21804900
AFLT;W;19/06/17;000000;191.3500000;27367500
AFLT;W;26/06/17;000000;195.3000000;14731300
AFLT;W;03/07/17;000000;213.0000000;27078900
AFLT;W;10/07/17;000000;212.8000000;31977900
AFLT;W;17/07/17;000000;208.5000000;24405600
AFLT;W;24/07/17;000000;203.3500000;16103800
AFLT;W;31/07/17;000000;205.4500000;14069200
AFLT;W;07/08/17;000000;202.9000000;11920000
AFLT;W;14/08/17;000000;212.6500000;11058600
AFLT;W;21/08/17;000000;204.0000000;12483500
AFLT;W;28/08/17;000000;190.0000000;39019900
AFLT;W;04/09/17;000000;195.8500000;26827700
AFLT;W;11/09/17;000000;194.5000000;23235600
AFLT;W;18/09/17;000000;183.9500000;49732200
AFLT;W;25/09/17;000000;183.9500000;31890100
AFLT;W;02/10/17;000000;181.0000000;23284300
AFLT;W;09/10/17;000000;180.6000000;21743300
AFLT;W;16/10/17;000000;182.5000000;10960800
AFLT;W;23/10/17;000000;182.8000000;18246400
AFLT;W;30/10/17;000000;162.4000000;61715000
AFLT;W;06/11/17;000000;163.4000000;43345900
AFLT;W;13/11/17;000000;164.5500000;31328200
AFLT;W;20/11/17;000000;159.8500000;27574800
AFLT;W;27/11/17;000000;148.1500000;47891900
AFLT;W;04/12/17;000000;144.3500000;34426200
AFLT;W;11/12/17;000000;143.6000000;38209800
AFLT;W;18/12/17;000000;138.8000000;26705000
AFLT;W;25/12/17;000000;138.4500000;12855900
AFLT;W;01/01/18;000000;147.3000000;18493300
AFLT;W;08/01/18;000000;145.6000000;28008400
AFLT;W;15/01/18;000000;138.7000000;51488000
AFLT;W;22/01/18;000000;134.2000000;29148400
AFLT;W;29/01/18;000000;133.5000000;38352100
AFLT;W;05/02/18;000000;139.3000000;41010600
AFLT;W;12/02/18;000000;137.3000000;25371800
AFLT;W;19/02/18;000000;140.1000000;15726600
AFLT;W;26/02/18;000000;152.0000000;59908900
AFLT;W;05/03/18;000000;157.4500000;28390200
AFLT;W;12/03/18;000000;160.5000000;51609700
AFLT;W;19/03/18;000000;158.3500000;30455700
AFLT;W;26/03/18;000000;155.6000000;19391000
AFLT;W;02/04/18;000000;157.3000000;13098500
AFLT;W;09/04/18;000000;144.8500000;55705600
AFLT;W;16/04/18;000000;149.4000000;17873300
AFLT;W;23/04/18;000000;144.9000000;19044800
AFLT;W;30/04/18;000000;141.6500000;17557000
AFLT;W;07/05/18;000000;137.5000000;22703300
AFLT;W;14/05/18;000000;136.7500000;24906000
AFLT;W;21/05/18;000000;132.2000000;17560300
AFLT;W;28/05/18;000000;139.6500000;38769900
AFLT;W;04/06/18;000000;144.3500000;24712100
AFLT;W;11/06/18;000000;140.5000000;12866600
AFLT;W;18/06/18;000000;140.5500000;15259900
AFLT;W;25/06/18;000000;139.8000000;17060000
AFLT;W;02/07/18;000000;129.5500000;47620800
AFLT;W;09/07/18;000000;123.2500000;25527300
AFLT;W;16/07/18;000000;121.4500000;20861200
AFLT;W;23/07/18;000000;122.2000000;13198900
AFLT;W;30/07/18;000000;118.1000000;24783200
AFLT;W;06/08/18;000000;105.0000000;38787700
AFLT;W;13/08/18;000000;109.0000000;28739800
AFLT;W;20/08/18;000000;104.4500000;12889800
AFLT;W;27/08/18;000000;115.5000000;28164700
AFLT;W;03/09/18;000000;108.5500000;10477900
AFLT;W;10/09/18;000000;105.7500000;16971100
AFLT;W;17/09/18;000000;111.0000000;24030400
AFLT;W;24/09/18;000000;106.5500000;16812800
AFLT;W;01/10/18;000000;104.6500000;11486100
AFLT;W;08/10/18;000000;102.0000000;15468900
AFLT;W;15/10/18;000000;95.5000000;22129400
AFLT;W;22/10/18;000000;91.6000000;20902700
AFLT;W;29/10/18;000000;101.7800000;36294450
AFLT;W;05/11/18;000000;95.1400000;21732400
AFLT;W;12/11/18;000000;101.2000000;28794430
AFLT;W;19/11/18;000000;113.7400000;50148140
AFLT;W;26/11/18;000000;114.4000000;48538110
AFLT;W;03/12/18;000000;103.7000000;39737400
AFLT;W;10/12/18;000000;102.1000000;26606310
AFLT;W;17/12/18;000000;102.2000000;26196290
AFLT;W;24/12/18;000000;101.2600000;15637000
AFLT;W;31/12/18;000000;101.1000000;3021510
AFLT;W;07/01/19;000000;104.6600000;18787750
AFLT;W;14/01/19;000000;107.0000000;30515460
AFLT;W;21/01/19;000000;105.7000000;17292850
AFLT;W;28/01/19;000000;105.2200000;26472670
AFLT;W;04/02/19;000000;101.9000000;31287310
AFLT;W;11/02/19;000000;101.6200000;21809780
AFLT;W;18/02/19;000000;100.1200000;17704030
AFLT;W;25/02/19;000000;96.7600000;27244040
AFLT;W;04/03/19;000000;99.6800000;25385140
AFLT;W;11/03/19;000000;100.0800000;25716810
AFLT;W;18/03/19;000000;97.6600000;18144710
AFLT;W;25/03/19;000000;96.3000000;14330200
AFLT;W;01/04/19;000000;99.5400000;11614670
AFLT;W;08/04/19;000000;98.2200000;13117210
AFLT;W;15/04/19;000000;97.6000000;8833400
AFLT;W;22/04/19;000000;97.1200000;11415590
AFLT;W;29/04/19;000000;96.7000000;8585660
AFLT;W;06/05/19;000000;92.9000000;13625600
AFLT;W;13/05/19;000000;91.9600000;17539130
AFLT;W;20/05/19;000000;91.0000000;12706550
AFLT;W;27/05/19;000000;93.8000000;23340430
AFLT;W;03/06/19;000000;95.8600000;30709370
AFLT;W;10/06/19;000000;97.6600000;18622890
AFLT;W;17/06/19;000000;100.0400000;39554540
AFLT;W;24/06/19;000000;101.7600000;20514660
AFLT;W;01/07/19;000000;110.0000000;63473880
AFLT;W;08/07/19;000000;109.0800000;27965990
AFLT;W;15/07/19;000000;108.0200000;15008670
AFLT;W;22/07/19;000000;107.5800000;14111280
AFLT;W;29/07/19;000000;106.6200000;14795180
AFLT;W;05/08/19;000000;108.8000000;25780590
AFLT;W;12/08/19;000000;110.4000000;27408740
AFLT;W;19/08/19;000000;108.5600000;21795130
AFLT;W;26/08/19;000000;109.7400000;22078930
AFLT;W;02/09/19;000000;104.4800000;23135540
AFLT;W;09/09/19;000000;106.4600000;13092450
AFLT;W;16/09/19;000000;102.6400000;39590750
AFLT;W;23/09/19;000000;103.4000000;14361420
AFLT;W;30/09/19;000000;99.3000000;15741260
AFLT;W;07/10/19;000000;100.1800000;13397480
AFLT;W;14/10/19;000000;104.8000000;29161280
AFLT;W;21/10/19;000000;102.8000000;16857830
AFLT;W;28/10/19;000000;105.2600000;26817320
AFLT;W;04/11/19;000000;106.1600000;11749920
AFLT;W;11/11/19;000000;105.4000000;15717160
AFLT;W;18/11/19;000000;104.6600000;12623090
AFLT;W;25/11/19;000000;102.8400000;16475550
AFLT;W;02/12/19;000000;102.2000000;19951330
AFLT;W;09/12/19;000000;104.9800000;27039330
AFLT;W;16/12/19;000000;103.7000000;22759570
AFLT;W;23/12/19;000000;103.7800000;13024410
AFLT;W;30/12/19;000000;103.3400000;4420070
AFLT;W;06/01/20;000000;105.0400000;17346860
AFLT;W;13/01/20;000000;110.7400000;52814710
AFLT;W;20/01/20;000000;114.8200000;57245750
AFLT;W;27/01/20;000000;107.4000000;79564600
AFLT;W;03/02/20;000000;119.6200000;83747220
AFLT;W;10/02/20;000000;119.4000000;42175980
AFLT;W;17/02/20;000000;115.8600000;27321070
AFLT;W;24/02/20;000000;92.9400000;109047650
AFLT;W;02/03/20;000000;85.0800000;138914200
AFLT;W;09/03/20;000000;73.9600000;134763610
AFLT;W;16/03/20;000000;64.3200000;314100840
AFLT;W;23/03/20;000000;66.7800000;329103490
AFLT;W;30/03/20;000000;69.8600000;155446180
AFLT;W;06/04/20;000000;78.8000000;148296820
AFLT;W;13/04/20;000000;74.2000000;114387810
AFLT;W;20/04/20;000000;73.6200000;68731560
AFLT;W;27/04/20;000000;75.7600000;51122990
AFLT;W;04/05/20;000000;72.8800000;52869860
AFLT;W;11/05/20;000000;70.9400000;51497620
AFLT;W;18/05/20;000000;73.0000000;76260470
AFLT;W;25/05/20;000000;78.0600000;135349930
AFLT;W;01/06/20;000000;89.8000000;181695210
AFLT;W;08/06/20;000000;87.7000000;227421810
AFLT;W;15/06/20;000000;81.7000000;180196750
AFLT;W;22/06/20;000000;79.3800000;71247310
AFLT;W;29/06/20;000000;80.9800000;99939680
AFLT;W;06/07/20;000000;81.5600000;56268210
AFLT;W;13/07/20;000000;83.2000000;54044310
AFLT;W;20/07/20;000000;88.3600000;100991660
AFLT;W;27/07/20;000000;83.2000000;106856260
AFLT;W;03/08/20;000000;81.4800000;100670100
AFLT;W;10/08/20;000000;86.1000000;127520440
AFLT;W;17/08/20;000000;83.1200000;30973050
AFLT;W;24/08/20;000000;82.2400000;25503230
AFLT;W;31/08/20;000000;81.8000000;35434830
